"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year","StreakNo","Count"
"3655",82,81,"81","Saturday Jul 3","boxscore","ATL","@","NYM","W",3,0,NA,"50-31",1,"up 5.0","Millwood","Leiter","Rocker","2:44","D",43256,"+++","W",1999,40,1
"3656",83,82,"82","Sunday Jul 4","boxscore","ATL","@","NYM","L",6,7,NA,"50-32",1,"up 4.0","Cook","Smoltz","Benitez","2:59","N",32699,"-","L",1999,41,1
"3657",84,83,"83","Monday Jul 5","boxscore","ATL","","FLA","W-wo",6,5,NA,"51-32",1,"up 4.0","McGlinchy","Alfonseca","","3:02","N",37506,"+","W",1999,42,1
"3658",85,84,"84","Tuesday Jul 6","boxscore","ATL","","FLA","L",2,5,NA,"51-33",1,"up 3.0","Fernandez","Glavine","Mantei","2:25","N",32665,"-","L",1999,43,1
"3659",86,85,"85","Wednesday Jul 7","boxscore","ATL","","FLA","W",7,3,NA,"52-33",1,"up 4.0","Maddux","Dempster","","2:26","N",35610,"+","W",1999,44,1
"3660",87,86,"86","Thursday Jul 8","boxscore","ATL","","FLA","W",5,2,NA,"53-33",1,"up 5.0","Millwood","Meadows","","2:16","N",36606,"++","W",1999,44,1
"3661",88,87,"87","Friday Jul 9","boxscore","ATL","","BOS","L",4,5,NA,"53-34",1,"up 4.0","Saberhagen","Chen","Wakefield","3:00","N",49636,"-","L",1999,45,1
"3662",89,88,"88","Saturday Jul 10","boxscore","ATL","","BOS","W-wo",2,1,11,"54-34",1,"up 4.0","Seanez","Wasdin","","3:09","D",47871,"+","W",1999,46,1
"3663",90,89,"89","Sunday Jul 11","boxscore","ATL","","BOS","W",8,1,NA,"55-34",1,"up 5.0","Maddux","Cho","","2:11","D",46680,"++","W",1999,46,1
"3664",91,90,"90","Thursday Jul 15","boxscore","ATL","@","NYY","W",6,2,NA,"56-34",1,"up 5.0","Glavine","Clemens","","3:14","N",49087,"+++","W",1999,46,1
"3665",92,91,"91","Friday Jul 16","boxscore","ATL","@","NYY","W",10,7,NA,"57-34",1,"up 5.0","Springer","Rivera","Rocker","3:04","N",50469,"++++","W",1999,46,1
"3666",93,92,"92","Saturday Jul 17","boxscore","ATL","@","NYY","L",4,11,NA,"57-35",1,"up 5.0","Pettitte","Perez","Grimsley","3:15","D",55785,"-","L",1999,47,1
"3667",94,93,"93","Sunday Jul 18","boxscore","ATL","@","TOR","L",2,3,NA,"57-36",1,"up 4.0","Hamilton","Millwood","Koch","2:58","D",31137,"--","L",1999,47,1
"3668",95,94,"94","Monday Jul 19","boxscore","ATL","@","TOR","L-wo",7,8,10,"57-37",1,"up 3.0","Frascatore","Hudek","","3:24","N",31064,"---","L",1999,47,1
"3669",96,95,"95","Tuesday Jul 20","boxscore","ATL","@","TOR","L",6,11,NA,"57-38",1,"up 3.0","Halladay","Glavine","","3:16","N",28366,"----","L",1999,47,1
"3670",97,96,"96","Wednesday Jul 21","boxscore","ATL","@","FLA","L",0,2,NA,"57-39",1,"up 2.0","Springer","Maddux","","2:26","N",15509,"-----","L",1999,47,1
"3671",98,97,"97","Thursday Jul 22","boxscore","ATL","@","FLA","W",6,3,NA,"58-39",1,"up 2.0","McGlinchy","Fernandez","Rocker","2:54","N",17759,"+","W",1999,48,1
"3672",99,98,"98","Friday Jul 23 (1)","boxscore","ATL","@","PHI","L",5,6,NA,"58-40",1,"up 1.5","Telemaco","Seanez","Gomes","2:47","N",0,"-","L",1999,49,1
"3673",100,99,"99","Friday Jul 23 (2)","boxscore","ATL","@","PHI","W",3,1,NA,"59-40",1,"up 1.5","Chen","Shumaker","Rocker","2:21","N",32673,"+","W",1999,50,1
"3674",101,100,"100","Saturday Jul 24","boxscore","ATL","@","PHI","L",3,4,NA,"59-41",1,"up 0.5","Montgomery","Bowie","Gomes","2:54","N",30167,"-","L",1999,51,1
"3675",103,101,"101","Sunday Jul 25","boxscore","ATL","@","PHI","W",5,4,10,"60-41",1,"up 0.5","Rocker","Montgomery","","2:58","D",25659,"+","W",1999,52,1
"3676",104,102,"102","Monday Jul 26","boxscore","ATL","","MIL","W",6,1,NA,"61-41",1,"up 0.5","Maddux","Karl","","2:13","N",38534,"++","W",1999,52,1
"3677",105,103,"103","Tuesday Jul 27","boxscore","ATL","","MIL","W",10,2,NA,"62-41",1,"up 1.5","Millwood","Nomo","","2:46","N",38582,"+++","W",1999,52,1
"3678",106,104,"104","Wednesday Jul 28","boxscore","ATL","","MIL","L",4,10,NA,"62-42",1,"up 0.5","Pulsipher","Chen","","2:53","N",39432,"-","L",1999,53,1
"3679",107,105,"105","Friday Jul 30","boxscore","ATL","","PHI","L",2,9,NA,"62-43",2,"0.5","Byrd","Smoltz","","3:03","N",48605,"--","L",1999,53,1
"3680",108,106,"106","Saturday Jul 31","boxscore","ATL","","PHI","W",8,6,NA,"63-43",1,"up 0.5","Glavine","Person","Rocker","3:18","N",50203,"+","W",1999,54,1
"3681",109,107,"107","Sunday Aug 1","boxscore","ATL","","PHI","W",12,4,NA,"64-43",1,"up 0.5","Maddux","Wolf","","2:16","D",37521,"++","W",1999,54,1
"3682",110,108,"108","Tuesday Aug 3","boxscore","ATL","@","PIT","L",1,7,NA,"64-44",2,"1.0","Benson","Millwood","","2:08","N",17154,"-","L",1999,55,1
"3683",111,109,"109","Wednesday Aug 4","boxscore","ATL","@","PIT","L",2,3,NA,"64-45",2,"2.0","Ritchie","Smoltz","Williams","1:48","N",17625,"--","L",1999,55,1
"3684",112,110,"110","Thursday Aug 5","boxscore","ATL","@","PIT","W",6,3,NA,"65-45",2,"1.5","Remlinger","Hansell","Rocker","2:51","N",19078,"+","W",1999,56,1
"3685",113,111,"111","Friday Aug 6","boxscore","ATL","","SFG","W",7,3,NA,"66-45",2,"1.5","Maddux","Estes","","2:39","N",49321,"++","W",1999,56,1
"3686",114,112,"112","Saturday Aug 7","boxscore","ATL","","SFG","W",15,4,NA,"67-45",2,"0.5","Mulholland","Ortiz","","3:24","D",47798,"+++","W",1999,56,1
"3687",115,113,"113","Sunday Aug 8","boxscore","ATL","","SFG","L",2,5,NA,"67-46",2,"0.5","Rueter","Millwood","Nen","2:29","D",38026,"-","L",1999,57,1
"3688",116,114,"114","Monday Aug 9","boxscore","ATL","","HOU","W",5,3,NA,"68-46",1,"up 0.5","Seanez","Henry","Rocker","2:48","N",40072,"+","W",1999,58,1
"3689",117,115,"115","Tuesday Aug 10","boxscore","ATL","","HOU","W",6,4,NA,"69-46",1,"up 0.5","Glavine","Reynolds","Rocker","2:40","N",38303,"++","W",1999,58,1
"3690",118,116,"116","Wednesday Aug 11","boxscore","ATL","","HOU","W",8,5,NA,"70-46",1,"up 0.5","Maddux","Lima","Rocker","2:45","N",39578,"+++","W",1999,58,1
"3691",119,117,"117","Friday Aug 13","boxscore","ATL","@","LAD","W",7,3,NA,"71-46",1,"up 1.0","Millwood","Dreifort","","2:47","N",40363,"++++","W",1999,58,1
"3692",120,118,"118","Saturday Aug 14","boxscore","ATL","@","LAD","L",1,8,NA,"71-47",1,"Tied","Brown","Smoltz","","3:13","N",53533,"-","L",1999,59,1
"3693",121,119,"119","Sunday Aug 15","boxscore","ATL","@","LAD","W",5,4,11,"72-47",1,"Tied","Remlinger","Arnold","Rocker","3:26","N",41606,"+","W",1999,60,1
"3694",122,120,"120","Monday Aug 16","boxscore","ATL","@","COL","W",14,6,NA,"73-47",1,"Tied","Maddux","Jones","","3:08","N",47519,"++","W",1999,60,1
"3695",123,121,"121","Tuesday Aug 17","boxscore","ATL","@","COL","L",2,3,NA,"73-48",1,"Tied","Lee","Mulholland","Veres","2:31","N",47904,"-","L",1999,61,1
"3696",124,122,"122","Wednesday Aug 18","boxscore","ATL","@","COL","L-wo",1,4,NA,"73-49",2,"1.0","Veres","Rocker","","2:31","D",46553,"--","L",1999,61,1
"3697",125,123,"123","Thursday Aug 19","boxscore","ATL","@","COL","W",9,7,14,"74-49",2,"0.5","Chen","Lee","Mulholland","4:19","D",41791,"+","W",1999,62,1
"3698",126,124,"124","Friday Aug 20","boxscore","ATL","","SDP","W-wo",4,3,11,"75-49",1,"Tied","Remlinger","Reyes","","3:24","N",48201,"++","W",1999,62,1
"3699",127,125,"125","Saturday Aug 21","boxscore","ATL","","SDP","W",6,2,NA,"76-49",1,"Tied","Maddux","Ashby","","2:33","D",48362,"+++","W",1999,62,1
"3700",128,126,"126","Sunday Aug 22","boxscore","ATL","","SDP","W-wo",3,2,NA,"77-49",1,"up 0.5","Rocker","Miceli","","2:32","D",33847,"++++","W",1999,62,1
"3701",129,127,"127","Monday Aug 23","boxscore","ATL","","CIN","W",6,2,NA,"78-49",1,"up 0.5","Millwood","Tomko","Springer","2:41","N",31016,"+++++","W",1999,62,1
"3702",130,128,"128","Tuesday Aug 24","boxscore","ATL","","CIN","W",6,4,NA,"79-49",1,"up 1.5","Smoltz","Harnisch","Rocker","2:06","N",38049,"++++++","W",1999,62,1
"3703",131,129,"129","Wednesday Aug 25","boxscore","ATL","","CIN","W",5,2,NA,"80-49",1,"up 1.5","Glavine","Neagle","Rocker","2:30","D",30822,"+++++++","W",1999,62,1
"3704",132,130,"130","Friday Aug 27","boxscore","ATL","@","STL","W",2,1,NA,"81-49",1,"up 1.5","Springer","Acevedo","Rocker","2:38","N",46723,"++++++++","W",1999,62,1
"3705",133,131,"131","Saturday Aug 28","boxscore","ATL","@","STL","W",3,0,13,"82-49",1,"up 2.5","Remlinger","Painter","Rocker","3:40","D",48068,"+++++++++","W",1999,62,1
"3706",134,132,"132","Sunday Aug 29","boxscore","ATL","@","STL","W",4,3,12,"83-49",1,"up 3.5","McGlinchy","Acevedo","","3:29","N",45559,"++++++++++","W",1999,62,1
"3707",135,133,"133","Monday Aug 30","boxscore","ATL","@","CIN","L",3,11,NA,"83-50",1,"up 2.5","Neagle","Glavine","","2:50","N",24619,"-","L",1999,63,1
"3708",136,134,"134","Tuesday Aug 31","boxscore","ATL","@","CIN","W",8,2,NA,"84-50",1,"up 3.5","Maddux","Guzman","","2:46","N",25238,"+","W",1999,64,1
"3709",137,135,"135","Wednesday Sep 1","boxscore","ATL","@","CIN","W",8,7,NA,"85-50",1,"up 3.5","Mulholland","Villone","Rocker","3:05","N",23977,"++","W",1999,64,1
"3710",138,136,"136","Friday Sep 3","boxscore","ATL","","ARI","W",7,3,NA,"86-50",1,"up 4.5","Millwood","Reynoso","","2:42","N",38389,"+++","W",1999,64,1
"3711",139,137,"137","Saturday Sep 4","boxscore","ATL","","ARI","L",4,5,NA,"86-51",1,"up 3.5","Benes","Smoltz","Mantei","2:24","N",48730,"-","L",1999,65,1
"3712",140,138,"138","Sunday Sep 5","boxscore","ATL","","ARI","L",5,7,NA,"86-52",1,"up 2.5","Olson","Rocker","Mantei","2:47","D",44549,"--","L",1999,65,1
"3713",141,139,"139","Monday Sep 6","boxscore","ATL","","STL","W",4,1,NA,"87-52",1,"up 2.5","Maddux","Stephenson","","2:05","N",41678,"+","W",1999,66,1
"3714",142,140,"140","Tuesday Sep 7","boxscore","ATL","","STL","W-wo",3,2,NA,"88-52",1,"up 3.5","Remlinger","Oliver","","2:12","N",35095,"++","W",1999,66,1
"3715",143,141,"141","Wednesday Sep 8","boxscore","ATL","","STL","W",5,4,NA,"89-52",1,"up 3.5","Millwood","Ankiel","Rocker","2:28","N",36454,"+++","W",1999,66,1
"3716",144,142,"142","Friday Sep 10","boxscore","ATL","@","SFG","W",4,2,NA,"90-52",1,"up 4.0","Remlinger","Ortiz","Rocker","3:04","N",23150,"++++","W",1999,66,1
"3717",145,143,"143","Saturday Sep 11","boxscore","ATL","@","SFG","L",2,3,NA,"90-53",1,"up 3.0","Rueter","Glavine","Nen","2:26","D",35981,"-","L",1999,67,1
"3718",146,144,"144","Sunday Sep 12","boxscore","ATL","@","SFG","L",4,8,NA,"90-54",1,"up 2.0","Nathan","Maddux","","2:53","D",44402,"--","L",1999,67,1
"3719",147,145,"145","Monday Sep 13","boxscore","ATL","@","SDP","L",0,3,NA,"90-55",1,"up 1.0","Williams","Mulholland","Hoffman","2:14","N",15718,"---","L",1999,67,1
"3720",148,146,"146","Tuesday Sep 14","boxscore","ATL","@","SDP","W",11,4,NA,"91-55",1,"up 2.0","Millwood","Carlyle","","2:39","N",18068,"+","W",1999,68,1
"3721",149,147,"147","Wednesday Sep 15","boxscore","ATL","@","SDP","L",1,4,NA,"91-56",1,"up 1.0","Clement","Smoltz","Hoffman","2:14","N",18177,"-","L",1999,69,1
"3722",150,148,"148","Friday Sep 17","boxscore","ATL","","MON","W-wo",6,5,10,"92-56",1,"up 2.0","Remlinger","Kline","","3:06","N",39512,"+","W",1999,70,1
"3723",151,149,"149","Saturday Sep 18","boxscore","ATL","","MON","L",3,4,NA,"92-57",1,"up 1.0","Hermanson","Maddux","Urbina","2:14","N",47576,"-","L",1999,71,1
"3724",152,150,"150","Sunday Sep 19","boxscore","ATL","","MON","W",5,1,NA,"93-57",1,"up 1.0","Millwood","Lilly","","2:19","D",41817,"+","W",1999,72,1
"3725",154,151,"151","Tuesday Sep 21","boxscore","ATL","","NYM","W",2,1,NA,"94-57",1,"up 2.0","Remlinger","Cook","Rocker","2:56","N",43948,"++","W",1999,72,1
"3726",155,152,"152","Wednesday Sep 22","boxscore","ATL","","NYM","W",5,2,NA,"95-57",1,"up 3.0","Glavine","Hershiser","Rocker","2:50","N",47520,"+++","W",1999,72,1
"3727",156,153,"153","Thursday Sep 23","boxscore","ATL","","NYM","W",6,3,NA,"96-57",1,"up 4.0","Maddux","Leiter","Rocker","2:46","D",49228,"++++","W",1999,72,1
"3728",157,154,"154","Friday Sep 24","boxscore","ATL","@","MON","W",4,3,10,"97-57",1,"up 5.0","Bergman","Mota","Remlinger","2:58","N",8969,"+++++","W",1999,72,1
"3729",158,155,"155","Saturday Sep 25","boxscore","ATL","@","MON","W",5,3,NA,"98-57",1,"up 6.0","Mulholland","Vazquez","Rocker","2:36","N",11584,"++++++","W",1999,72,1
"3730",159,156,"156","Sunday Sep 26","boxscore","ATL","@","MON","W",10,0,NA,"99-57",1,"up 7.0","Smoltz","Powell","","2:31","D",12582,"+++++++","W",1999,72,1
"3731",160,157,"157","Tuesday Sep 28","boxscore","ATL","@","NYM","W",9,3,NA,"100-57",1,"up 8.0","Glavine","Hershiser","","3:15","N",43888,"++++++++","W",1999,72,1
"3732",161,158,"158","Wednesday Sep 29","boxscore","ATL","@","NYM","L",2,9,NA,"100-58",1,"up 7.0","Leiter","Maddux","","2:48","N",43922,"-","L",1999,73,1
"3733",162,159,"159","Thursday Sep 30","boxscore","ATL","@","NYM","W",4,3,11,"101-58",1,"up 8.0","Mulholland","Dotel","","3:46","N",48364,"+","W",1999,74,1
"3734",163,160,"160","Friday Oct 1","boxscore","ATL","","FLA","W",4,1,NA,"102-58",1,"up 8.0","Smoltz","Meadows","Rocker","2:16","N",38413,"++","W",1999,74,1
"3735",164,161,"161","Saturday Oct 2","boxscore","ATL","","FLA","L",0,1,10,"102-59",1,"up 7.0","Looper","Ebert","Alfonseca","2:31","D",45394,"-","L",1999,75,1
"3736",165,162,"162","Sunday Oct 3","boxscore","ATL","","FLA","W",18,0,NA,"103-59",1,"up 7.0","Glavine","Springer","","2:38","D",40570,"+","W",1999,76,1
"3737",167,NA,"NLDS Game 1","Tuesday Oct 5","boxscore","ATL","","HOU","L",1,6,NA,"0-1",NA,"","Reynolds","Maddux","","3:03","D",39119,"","L",1999,77,1
"3738",168,NA,"NLDS Game 2","Wednesday Oct 6","boxscore","ATL","","HOU","W",5,1,NA,"1-1",NA,"","Millwood","Lima","","2:13","D",41913,"","W",1999,78,1
"3739",169,NA,"NLDS Game 3","Friday Oct 8","boxscore","ATL","@","HOU","W",5,3,12,"2-1",NA,"","Rocker","Powell","Millwood","4:19","D",48625,"","W",1999,78,1
"3740",170,NA,"NLDS Game 4","Saturday Oct 9","boxscore","ATL","@","HOU","W",7,5,NA,"3-1",NA,"","Smoltz","Reynolds","Rocker","3:12","D",48553,"","W",1999,78,1
"3741",171,NA,"NLCS Game 1","Tuesday Oct 12","boxscore","ATL","","NYM","W",4,2,NA,"4-1",NA,"","Maddux","Yoshii","Rocker","3:09","N",44172,"","W",1999,78,1
"3742",172,NA,"NLCS Game 2","Wednesday Oct 13","boxscore","ATL","","NYM","W",4,3,NA,"5-1",NA,"","Millwood","Rogers","Smoltz","2:42","D",44624,"","W",1999,78,1
"3743",173,NA,"NLCS Game 3","Friday Oct 15","boxscore","ATL","@","NYM","W",1,0,NA,"6-1",NA,"","Glavine","Leiter","Rocker","3:04","N",55911,"","W",1999,78,1
"3744",174,NA,"NLCS Game 4","Saturday Oct 16","boxscore","ATL","@","NYM","L",2,3,NA,"6-2",NA,"","Wendell","Remlinger","Benitez","2:20","N",55872,"","L",1999,79,1
"3745",175,NA,"NLCS Game 5","Sunday Oct 17","boxscore","ATL","@","NYM","L",3,4,15,"6-3",NA,"","Dotel","McGlinchy","","5:46","D",55723,"","L",1999,79,1
"3746",176,NA,"NLCS Game 6","Tuesday Oct 19","boxscore","ATL","","NYM","W",10,9,11,"7-3",NA,"","Springer","Rogers","","4:25","N",52335,"","W",1999,80,1
"3747",177,NA,"WS Game 1","Saturday Oct 23","boxscore","ATL","","NYY","L",1,4,NA,"7-4",NA,"","Hernandez","Maddux","Rivera","2:57","N",51342,"","L",1999,81,1
"3748",178,NA,"WS Game 2","Sunday Oct 24","boxscore","ATL","","NYY","L",2,7,NA,"7-5",NA,"","Cone","Millwood","","3:14","N",51226,"","L",1999,81,1
"3749",179,NA,"WS Game 3","Tuesday Oct 26","boxscore","ATL","@","NYY","L",5,6,10,"7-6",NA,"","Rivera","Remlinger","","3:16","N",56794,"","L",1999,81,1
"3750",180,NA,"WS Game 4","Wednesday Oct 27","boxscore","ATL","@","NYY","L",1,4,NA,"7-7",NA,"","Clemens","Smoltz","Rivera","2:58","N",56752,"","L",1999,81,1
"3751",1,1,"1","Monday Apr 3","boxscore","ATL","","COL","W",2,0,NA,"1-0",1,"Tied","Maddux","Astacio","Remlinger","2:14","D",42255,"+","W",2000,1,1
"3752",2,2,"2","Tuesday Apr 4","boxscore","ATL","","COL","L",3,5,NA,"1-1",2,"0.5","Tavarez","Burkett","Jimenez","3:01","N",26132,"-","L",2000,2,1
"3753",3,3,"3","Wednesday Apr 5","boxscore","ATL","","COL","W",9,6,NA,"2-1",1,"up 0.5","Chen","Aybar","Ligtenberg","3:09","N",30008,"+","W",2000,3,1
"3754",4,4,"4","Friday Apr 7","boxscore","ATL","","SFG","L",2,6,NA,"2-2",2,"0.5","Gardner","Mulholland","","2:36","N",35343,"-","L",2000,4,1
"3755",5,5,"5","Saturday Apr 8","boxscore","ATL","","SFG","W",7,5,NA,"3-2",1,"up 0.5","Maddux","Hernandez","Ligtenberg","2:38","N",35938,"+","W",2000,5,1
"3756",6,6,"6","Sunday Apr 9","boxscore","ATL","","SFG","W",9,3,NA,"4-2",1,"up 0.5","Glavine","Ortiz","","3:09","D",32654,"++","W",2000,5,1
"3757",7,7,"7","Monday Apr 10","boxscore","ATL","@","CHC","L-wo",3,4,NA,"4-3",1,"Tied","Guthrie","Ligtenberg","","2:28","D",38655,"-","L",2000,6,1
"3758",8,8,"8","Wednesday Apr 12","boxscore","ATL","@","CHC","L",4,11,NA,"4-4",3,"0.5","Farnsworth","Mulholland","","2:40","D",26838,"--","L",2000,6,1
"3759",9,9,"9","Thursday Apr 13","boxscore","ATL","@","CHC","L-wo",2,3,NA,"4-5",3,"0.5","Guthrie","Remlinger","","2:24","D",20152,"---","L",2000,6,1
"3760",10,10,"10","Friday Apr 14","boxscore","ATL","@","MIL","W",6,3,NA,"5-5",3,"0.5","Glavine","Woodard","Remlinger","2:48","N",10171,"+","W",2000,7,1
"3761",11,11,"11","Saturday Apr 15","boxscore","ATL","@","MIL","L",3,6,NA,"5-6",3,"1.0","Weathers","Burkett","Wickman","2:24","D",24755,"-","L",2000,8,1
"3762",12,12,"12","Sunday Apr 16","boxscore","ATL","@","MIL","W",2,1,NA,"6-6",2,"0.5","Mulholland","Stull","Remlinger","2:31","D",12004,"+","W",2000,9,1
"3763",13,13,"13","Tuesday Apr 18","boxscore","ATL","","PHI","W-wo",4,3,12,"7-6",2,"1.0","Rivera","Reyes","","3:48","N",34903,"++","W",2000,9,1
"3764",14,14,"14","Wednesday Apr 19","boxscore","ATL","","PHI","W",10,1,NA,"8-6",1,"Tied","Glavine","Wolf","","2:59","N",29992,"+++","W",2000,9,1
"3765",15,15,"15","Thursday Apr 20","boxscore","ATL","","PHI","W",6,4,NA,"9-6",1,"Tied","Millwood","Aldred","Rocker","2:47","N",31451,"++++","W",2000,9,1
"3766",16,16,"16","Friday Apr 21","boxscore","ATL","","PIT","W",6,2,NA,"10-6",1,"up 1.0","Mulholland","Garcia","","2:28","N",33790,"+++++","W",2000,9,1
"3767",17,17,"17","Saturday Apr 22","boxscore","ATL","","PIT","W",4,2,NA,"11-6",1,"up 0.5","Chen","Benson","Rocker","2:54","N",41389,"++++++","W",2000,9,1
"3768",18,18,"18","Sunday Apr 23","boxscore","ATL","","PIT","W",5,3,NA,"12-6",1,"up 0.5","Maddux","Cordova","Rocker","2:54","D",29463,"+++++++","W",2000,9,1
"3769",19,19,"19","Tuesday Apr 25","boxscore","ATL","","LAD","W",1,0,NA,"13-6",1,"Tied","Glavine","Brown","","2:27","N",35046,"++++++++","W",2000,9,1
"3770",20,20,"20","Wednesday Apr 26","boxscore","ATL","","LAD","W",5,1,NA,"14-6",1,"up 1.0","Millwood","Gagne","","2:42","N",31734,"+++++++++","W",2000,9,1
"3771",21,21,"21","Thursday Apr 27","boxscore","ATL","","LAD","W",6,3,NA,"15-6",1,"up 2.0","Mulholland","Park","Rocker","3:02","D",37750,"++++++++++","W",2000,9,1
"3772",22,22,"22","Friday Apr 28","boxscore","ATL","@","SDP","W",7,2,NA,"16-6",1,"up 2.5","Maddux","Meadows","Remlinger","2:35","N",33995,"+++++++++++","W",2000,9,1
"3773",23,23,"23","Saturday Apr 29","boxscore","ATL","@","SDP","W",7,4,12,"17-6",1,"up 3.0","Chen","Palacios","Rocker","4:06","N",49428,"++++++++++++","W",2000,9,1
"3774",24,24,"24","Sunday Apr 30","boxscore","ATL","@","SDP","W",7,4,NA,"18-6",1,"up 3.0","Glavine","Hitchcock","","3:07","N",44845,"+++++++++++++","W",2000,9,1
"3775",25,25,"25","Monday May 1","boxscore","ATL","@","LAD","W",2,1,NA,"19-6",1,"up 4.0","Millwood","Gagne","Rocker","2:52","N",28790,"++++++++++++++","W",2000,9,1
"3776",26,26,"26","Tuesday May 2","boxscore","ATL","@","LAD","W",5,3,NA,"20-6",1,"up 5.0","Chen","Adams","Rocker","3:11","N",30246,"+++++++++++++++","W",2000,9,1
"3777",27,27,"27","Wednesday May 3","boxscore","ATL","@","LAD","L",4,6,NA,"20-7",1,"up 5.0","Perez","Maddux","Shaw","2:25","N",34960,"-","L",2000,10,1
"3778",28,28,"28","Friday May 5","boxscore","ATL","","PHI","W-wo",6,5,NA,"21-7",1,"up 5.5","Seanez","Gomes","","2:55","N",40174,"+","W",2000,11,1
"3779",29,29,"29","Saturday May 6","boxscore","ATL","","PHI","L",0,6,NA,"21-8",1,"up 4.5","Schilling","Millwood","","2:40","N",48610,"-","L",2000,12,1
"3780",30,30,"30","Sunday May 7","boxscore","ATL","","PHI","L",4,7,NA,"21-9",1,"up 4.5","Ashby","Mulholland","Gomes","3:04","D",40613,"--","L",2000,12,1
"3781",31,31,"31","Monday May 8","boxscore","ATL","@","FLA","L-wo",2,3,NA,"21-10",1,"up 4.0","Miceli","Seanez","","3:09","N",14024,"---","L",2000,12,1
"3782",32,32,"32","Tuesday May 9","boxscore","ATL","@","FLA","W",10,5,NA,"22-10",1,"up 4.0","Burkett","Penny","","3:05","N",12564,"+","W",2000,13,1
"3783",33,33,"33","Wednesday May 10","boxscore","ATL","@","FLA","L",3,5,NA,"22-11",1,"up 4.0","Sanchez","Glavine","Alfonseca","2:46","N",15249,"-","L",2000,14,1
"3784",34,34,"34","Thursday May 11","boxscore","ATL","@","FLA","L",4,5,NA,"22-12",1,"up 4.0","Grilli","Millwood","Alfonseca","2:48","N",14587,"--","L",2000,14,1
"3785",35,35,"35","Friday May 12","boxscore","ATL","@","PHI","W",8,7,NA,"23-12",1,"up 4.0","Ligtenberg","Gomes","Rocker","3:01","N",21922,"+","W",2000,15,1
"3786",36,36,"36","Saturday May 13","boxscore","ATL","@","PHI","W",3,2,10,"24-12",1,"up 4.0","Seanez","Aldred","Rocker","2:51","N",20516,"++","W",2000,15,1
"3787",37,37,"37","Sunday May 14","boxscore","ATL","@","PHI","W",11,2,NA,"25-12",1,"up 5.0","Burkett","Byrd","","2:54","D",22258,"+++","W",2000,15,1
"3788",38,38,"38","Tuesday May 16","boxscore","ATL","","SFG","W",9,7,NA,"26-12",1,"up 5.0","Glavine","Ortiz","Mulholland","3:42","N",35808,"++++","W",2000,15,1
"3789",39,39,"39","Wednesday May 17","boxscore","ATL","","SFG","W",5,4,NA,"27-12",1,"up 5.0","Millwood","Rueter","Seanez","2:34","N",33138,"+++++","W",2000,15,1
"3790",40,40,"40","Thursday May 18","boxscore","ATL","","SFG","W",3,2,NA,"28-12",1,"up 6.0","Maddux","Estes","Rocker","2:59","D",42222,"++++++","W",2000,15,1
"3791",41,41,"41","Friday May 19","boxscore","ATL","","SDP","L",7,11,NA,"28-13",1,"up 5.0","Whiteside","Mulholland","Hoffman","3:02","N",39423,"-","L",2000,16,1
"3792",42,42,"42","Saturday May 20","boxscore","ATL","","SDP","W",10,6,NA,"29-13",1,"up 5.0","Burkett","Cunnane","","2:56","N",49653,"+","W",2000,17,1
"3793",43,43,"43","Sunday May 21","boxscore","ATL","","SDP","W",12,6,NA,"30-13",1,"up 5.0","Glavine","Hitchcock","","3:07","D",40533,"++","W",2000,17,1
"3794",44,44,"44","Tuesday May 23","boxscore","ATL","@","MIL","L",6,7,NA,"30-14",1,"up 4.0","Wright","Millwood","Wickman","3:21","N",15808,"-","L",2000,18,1
"3795",45,45,"45","Wednesday May 24","boxscore","ATL","@","MIL","W",11,2,NA,"31-14",1,"up 5.0","Maddux","Haynes","","2:54","N",18153,"+","W",2000,19,1
"3796",46,46,"46","Thursday May 25","boxscore","ATL","@","MIL","W",7,3,NA,"32-14",1,"up 6.0","Mulholland","D'Amico","","3:08","D",21527,"++","W",2000,19,1
